#Easting Northing Elev. Mass/Area  [-4->-3) [-3->-2) [-2->-1) [-1->0) [0->1) [1->2) [2->3) [3->4) 
539368 1383309 300 0.021 6.7e-19 5.0e-15 7.3e-12 1.7e-09 2.2e-07 0.0023 2.9 97 
539637 1383333 300 0.016 2.3e-20 3.2e-16 8.1e-13 3.3e-10 6.2e-08 0.00075 1.7 98 
539911 1383357 300 0.012 6.6e-22 1.8e-17 8.1e-14 5.9e-11 1.7e-08 0.00023 0.97 99 
540190 1383381 300 0.0095 1.6e-23 8.8e-19 7.2e-15 9.8e-12 4.4e-09 6.4e-05 0.53 99 
540474 1383406 300 0.0072 3.1e-25 3.7e-20 5.7e-16 1.5e-12 1.1e-09 1.7e-05 0.28 1.0e+02 
540763 1383431 300 0.0055 4.9e-27 1.3e-21 3.9e-17 2.1e-13 2.7e-10 4.2e-06 0.14 1.0e+02 
541057 1383457 300 0.0041 6.3e-29 3.9e-23 2.4e-18 2.8e-14 6.2e-11 9.7e-07 0.066 1.0e+02 
541355 1383483 300 0.0031 6.6e-31 1.0e-24 1.3e-19 3.4e-15 1.4e-11 2.1e-07 0.030 1.0e+02 
541659 1383510 300 0.0023 5.5e-33 2.1e-26 6.2e-21 3.7e-16 2.9e-12 4.2e-08 0.013 1.0e+02 
541968 1383537 300 0.0017 3.7e-35 3.8e-28 2.6e-22 3.8e-17 5.8e-13 7.9e-09 0.0055 1.0e+02 
542282 1383564 300 0.0012 1.9e-37 5.6e-30 9.2e-24 3.5e-18 1.1e-13 1.4e-09 0.0022 1.0e+02 
542601 1383592 300 0.00091 7.9e-40 6.8e-32 2.8e-25 3.0e-19 2.0e-14 2.3e-10 0.00084 1.0e+02 
542924 1383620 300 0.00065 2.6e-42 7.0e-34 7.6e-27 2.3e-20 3.5e-15 3.6e-11 0.00031 1.0e+02 
543253 1383649 300 0.00047 6.4e-45 5.7e-36 1.7e-28 1.6e-21 5.8e-16 5.5e-12 0.00011 1.0e+02 
543587 1383678 300 0.00033 1.2e-47 3.8e-38 3.4e-30 1.0e-22 8.9e-17 8.2e-13 3.5e-05 1.0e+02 
543926 1383708 300 0.00023 1.8e-50 2.1e-40 5.7e-32 5.9e-24 1.3e-17 1.2e-13 1.1e-05 1.0e+02 
544269 1383738 300 0.00016 2.0e-53 9.3e-43 8.1e-34 3.1e-25 1.8e-18 2.0e-14 3.3e-06 1.0e+02 
544618 1383769 300 0.00011 1.7e-56 3.2e-45 9.7e-36 1.4e-26 2.4e-19 3.4e-15 9.4e-07 1.0e+02 
544972 1383799 300 7.0e-05 1.0e-59 9.0e-48 9.7e-38 6.0e-28 3.0e-20 6.3e-16 2.6e-07 1.0e+02 
545330 1383831 300 4.6e-05 4.8e-63 2.0e-50 8.3e-40 2.3e-29 3.5e-21 1.2e-16 6.6e-08 1.0e+02 
545694 1383863 300 2.9e-05 1.6e-66 3.5e-53 5.8e-42 7.6e-31 3.8e-22 2.4e-17 1.6e-08 1.0e+02 
546062 1383895 300 1.9e-05 4.0e-70 4.8e-56 3.4e-44 2.3e-32 3.9e-23 4.6e-18 3.8e-09 1.0e+02 
546436 1383928 300 1.1e-05 7.1e-74 5.1e-59 1.6e-46 6.0e-34 3.8e-24 8.9e-19 8.5e-10 1.0e+02 
546815 1383961 300 6.9e-06 8.9e-78 4.1e-62 6.5e-49 1.4e-35 3.4e-25 1.7e-19 1.8e-10 1.0e+02 
547198 1383994 300 4.1e-06 8.2e-82 2.6e-65 2.1e-51 2.9e-37 2.9e-26 3.1e-20 3.6e-11 1.0e+02 
547587 1384028 300 2.3e-06 5.2e-86 1.2e-68 5.6e-54 5.3e-39 2.3e-27 5.6e-21 7.0e-12 1.0e+02 
547980 1384063 300 1.3e-06 2.3e-90 4.5e-72 1.2e-56 8.5e-41 1.7e-28 9.9e-22 1.3e-12 1.0e+02 
548379 1384098 300 7.2e-07 7.2e-95 1.2e-75 2.1e-59 1.2e-42 1.2e-29 1.7e-22 2.2e-13 1.0e+02 
548782 1384133 300 3.8e-07 1.5e-99 2.5e-79 3.0e-62 1.5e-44 7.7e-31 2.8e-23 3.6e-14 1.0e+02 
549190 1384169 300 2.0e-07 2.3e-104 3.8e-83 3.3e-65 1.6e-46 4.6e-32 4.6e-24 5.7e-15 1.0e+02 
549604 1384205 300 1.0e-07 2.2e-109 4.2e-87 2.9e-68 1.4e-48 2.6e-33 7.3e-25 8.4e-16 1.0e+02 
550022 1384241 300 4.9e-08 1.4e-114 3.4e-91 2.1e-71 1.2e-50 1.3e-34 1.1e-25 1.2e-16 1.0e+02 
550446 1384278 300 2.3e-08 6.0e-120 2.0e-95 1.1e-74 8.0e-53 6.4e-36 1.7e-26 1.6e-17 1.0e+02 
550874 1384316 300 1.1e-08 1.7e-125 8.6e-100 4.9e-78 4.7e-55 2.8e-37 2.4e-27 2.0e-18 1.0e+02 
551307 1384354 300 4.7e-09 3.1e-131 2.6e-104 1.7e-81 2.4e-57 1.2e-38 3.4e-28 2.4e-19 1.0e+02 
551746 1384392 300 2.0e-09 3.6e-137 5.6e-109 4.3e-85 1.0e-59 4.3e-40 4.6e-29 2.8e-20 1.0e+02 
552189 1384431 300 8.3e-10 2.7e-143 8.6e-114 8.7e-89 3.9e-62 1.5e-41 6.1e-30 3.1e-21 1.0e+02 
552637 1384470 300 3.3e-10 1.3e-149 9.3e-119 1.3e-92 1.2e-64 4.8e-43 7.8e-31 3.2e-22 1.0e+02 
553091 1384510 300 1.3e-10 3.7e-156 6.7e-124 1.5e-96 3.2e-67 1.4e-44 9.6e-32 3.3e-23 1.0e+02 
553549 1384550 300 4.7e-11 6.7e-163 3.5e-129 1.4e-100 7.2e-70 3.7e-46 1.1e-32 3.4e-24 1.0e+02 
554012 1384590 300 1.7e-11 7.5e-170 1.2e-134 9.1e-105 1.4e-72 9.1e-48 1.3e-33 3.6e-25 1.0e+02 
554480 1384631 300 5.8e-12 5.0e-177 2.9e-140 4.5e-109 2.1e-75 2.0e-49 1.5e-34 4.4e-26 1.0e+02 
554953 1384673 300 1.9e-12 2.0e-184 4.6e-146 1.7e-113 2.8e-78 4.1e-51 1.6e-35 6.6e-27 1.0e+02 
555432 1384715 300 6.0e-13 4.6e-192 4.7e-152 4.4e-118 3.0e-81 7.5e-53 1.6e-36 1.2e-27 1.0e+02 
555915 1384757 300 1.8e-13 6.3e-200 3.3e-158 8.8e-123 2.7e-84 1.2e-54 1.6e-37 2.4e-28 1.0e+02 
556403 1384800 300 5.2e-14 5.0e-208 1.5e-164 1.3e-127 2.0e-87 1.9e-56 1.5e-38 5.2e-29 1.0e+02 
556896 1384843 300 1.4e-14 2.3e-216 4.5e-171 1.3e-132 1.2e-90 2.6e-58 1.4e-39 1.1e-29 1.0e+02 
557394 1384886 300 3.9e-15 5.9e-225 8.5e-178 1.0e-137 6.1e-94 3.1e-60 1.2e-40 2.5e-30 1.0e+02 
557897 1384930 300 9.8e-16 8.4e-234 1.0e-184 5.4e-143 2.5e-97 3.5e-62 1.0e-41 5.5e-31 1.0e+02 
558405 1384975 300 2.4e-16 6.7e-243 7.9e-192 2.0e-148 8.1e-101 3.4e-64 8.3e-43 1.2e-31 1.0e+02 
558918 1385020 300 5.5e-17 2.9e-252 3.8e-199 5.5e-154 2.1e-104 3.0e-66 6.3e-44 2.7e-32 1.0e+02 
559436 1385065 300 1.2e-17 6.7e-262 1.1e-206 1.0e-159 4.5e-108 2.4e-68 4.6e-45 5.8e-33 1.0e+02 
559959 1385111 300 2.5e-18 8.2e-272 2.1e-214 1.3e-165 7.6e-112 1.7e-70 3.2e-46 1.3e-33 1.0e+02 
560487 1385157 300 5.1e-19 5.3e-282 2.3e-222 1.2e-171 1.0e-115 1.0e-72 2.1e-47 2.7e-34 1.0e+02 
561020 1385204 300 9.8e-20 1.8e-292 1.5e-230 7.3e-178 1.1e-119 5.7e-75 1.4e-48 5.8e-35 1.0e+02 
561558 1385251 300 1.8e-20 0.0 6.0e-239 3.0e-184 9.3e-124 2.8e-77 8.1e-50 1.2e-35 1.0e+02 
562101 1385298 300 3.1e-21 0.0 1.4e-247 8.4e-191 6.1e-128 1.2e-79 4.6e-51 2.6e-36 1.0e+02 
562649 1385346 300 5.0e-22 0.0 1.9e-256 1.6e-197 3.2e-132 4.6e-82 2.5e-52 5.3e-37 1.0e+02 
563202 1385394 300 7.9e-23 0.0 1.5e-265 1.9e-204 1.3e-136 1.5e-84 1.3e-53 1.1e-37 1.0e+02 
563760 1385443 300 1.2e-23 0.0 7.0e-275 1.6e-211 4.0e-141 4.4e-87 6.1e-55 2.2e-38 1.0e+02 
564323 1385492 300 1.6e-24 0.0 1.8e-284 8.4e-219 9.5e-146 1.1e-89 2.8e-56 4.4e-39 1.0e+02 
564890 1385542 300 2.2e-25 0.0 2.7e-294 3.0e-226 1.8e-150 2.5e-92 1.2e-57 8.7e-40 1.0e+02 
565463 1385592 300 2.7e-26 0.0 0.0 6.6e-234 2.5e-155 4.8e-95 4.9e-59 1.7e-40 1.0e+02 
566041 1385643 300 3.3e-27 0.0 0.0 9.4e-242 2.7e-160 7.9e-98 1.8e-60 3.3e-41 1.0e+02 
566624 1385694 300 3.7e-28 0.0 0.0 8.4e-250 2.1e-165 1.1e-100 6.6e-62 6.1e-42 1.0e+02 
567212 1385745 300 3.9e-29 0.0 0.0 4.7e-258 1.3e-170 1.4e-103 2.2e-63 1.1e-42 1.0e+02 
567804 1385797 300 4.0e-30 0.0 0.0 1.7e-266 6.0e-176 1.5e-106 7.0e-65 2.1e-43 1.0e+02 
568402 1385849 300 3.8e-31 0.0 0.0 3.7e-275 2.0e-181 1.4e-109 2.1e-66 3.7e-44 1.0e+02 
569005 1385902 300 3.4e-32 0.0 0.0 4.9e-284 5.1e-187 1.1e-112 5.6e-68 6.5e-45 1.0e+02 
569612 1385955 300 2.9e-33 0.0 0.0 0.0 9.5e-193 7.2e-116 1.5e-69 1.1e-45 1.0e+02 
570225 1386009 300 2.3e-34 0.0 0.0 0.0 1.3e-198 4.0e-119 3.5e-71 1.9e-46 1.0e+02 
570843 1386063 300 1.7e-35 0.0 0.0 0.0 1.3e-204 1.9e-122 7.7e-73 3.2e-47 1.0e+02 
571465 1386117 300 1.2e-36 0.0 0.0 0.0 9.2e-211 7.9e-126 1.6e-74 5.2e-48 1.0e+02 
572093 1386172 300 7.9e-38 0.0 0.0 0.0 4.8e-217 2.7e-129 3.1e-76 8.3e-49 1.0e+02 
572726 1386228 300 4.9e-39 0.0 0.0 0.0 1.8e-223 7.7e-133 5.6e-78 1.3e-49 1.0e+02 
573363 1386283 300 2.9e-40 0.0 0.0 0.0 4.8e-230 1.9e-136 9.2e-80 2.0e-50 1.0e+02 
574006 1386340 300 1.6e-41 0.0 0.0 0.0 8.9e-237 3.8e-140 1.4e-81 2.9e-51 1.0e+02 
574653 1386396 300 8.0e-43 0.0 0.0 0.0 1.2e-243 6.4e-144 2.0e-83 4.2e-52 1.0e+02 
575306 1386453 300 3.8e-44 0.0 0.0 0.0 1.1e-250 8.9e-148 2.6e-85 6.0e-53 1.0e+02 
575963 1386511 300 1.7e-45 0.0 0.0 0.0 7.6e-258 1.0e-151 3.2e-87 8.4e-54 1.0e+02 
576626 1386569 300 7.1e-47 0.0 0.0 0.0 3.4e-265 9.9e-156 3.5e-89 1.1e-54 1.0e+02 
577293 1386627 300 2.8e-48 0.0 0.0 0.0 1.1e-272 7.9e-160 3.6e-91 1.5e-55 1.0e+02 
577966 1386686 300 1.0e-49 0.0 0.0 0.0 0.0 5.1e-164 3.4e-93 1.9e-56 1.0e+02 
578643 1386745 300 3.4e-51 0.0 0.0 0.0 0.0 2.7e-168 2.9e-95 2.4e-57 1.0e+02 
579325 1386805 300 1.1e-52 0.0 0.0 0.0 0.0 1.2e-172 2.3e-97 2.9e-58 1.0e+02 
580013 1386865 300 3.1e-54 0.0 0.0 0.0 0.0 4.1e-177 1.7e-99 3.4e-59 1.0e+02 
580705 1386926 300 8.5e-56 0.0 0.0 0.0 0.0 1.2e-181 1.1e-101 3.9e-60 1.0e+02 
581402 1386987 300 2.2e-57 0.0 0.0 0.0 0.0 2.8e-186 6.6e-104 4.3e-61 1.0e+02 
582105 1387048 300 5.1e-59 0.0 0.0 0.0 0.0 5.1e-191 3.6e-106 4.7e-62 1.0e+02 
582812 1387110 300 1.1e-60 0.0 0.0 0.0 0.0 7.7e-196 1.8e-108 4.9e-63 1.0e+02 
583524 1387172 300 2.2e-62 0.0 0.0 0.0 0.0 9.3e-201 8.0e-111 5.0e-64 1.0e+02 
584242 1387235 300 4.2e-64 0.0 0.0 0.0 0.0 8.8e-206 3.2e-113 4.9e-65 1.0e+02 
584964 1387298 300 7.2e-66 0.0 0.0 0.0 0.0 6.7e-211 1.2e-115 4.6e-66 1.0e+02 
585691 1387362 300 1.2e-67 0.0 0.0 0.0 0.0 4.1e-216 4.0e-118 4.2e-67 1.0e+02 
586423 1387426 300 1.7e-69 0.0 0.0 0.0 0.0 1.9e-221 1.2e-120 3.8e-68 1.0e+02 
587160 1387491 300 2.4e-71 0.0 0.0 0.0 0.0 7.3e-227 3.2e-123 3.2e-69 1.0e+02 
587903 1387555 300 3.0e-73 0.0 0.0 0.0 0.0 2.1e-232 7.7e-126 2.7e-70 1.0e+02 
588650 1387621 300 3.5e-75 0.0 0.0 0.0 0.0 4.9e-238 1.7e-128 2.1e-71 1.0e+02 
589402 1387687 300 3.7e-77 0.0 0.0 0.0 0.0 8.8e-244 3.3e-131 1.6e-72 1.0e+02 
590159 1387753 300 3.7e-79 0.0 0.0 0.0 0.0 0.0 5.7e-134 1.2e-73 1.0e+02 
590921 1387820 300 3.3e-81 0.0 0.0 0.0 0.0 0.0 8.8e-137 8.5e-75 1.0e+02 
591688 1387887 300 2.8e-83 0.0 0.0 0.0 0.0 0.0 1.2e-139 5.8e-76 1.0e+02 
592460 1387954 300 2.1e-85 0.0 0.0 0.0 0.0 0.0 1.5e-142 3.8e-77 1.0e+02 
593237 1388022 300 1.5e-87 0.0 0.0 0.0 0.0 0.0 1.6e-145 2.4e-78 1.0e+02 
594019 1388091 300 9.8e-90 0.0 0.0 0.0 0.0 0.0 1.6e-148 1.4e-79 1.0e+02 
594806 1388159 300 5.8e-92 0.0 0.0 0.0 0.0 0.0 1.3e-151 8.2e-81 1.0e+02 
595598 1388229 300 3.2e-94 0.0 0.0 0.0 0.0 0.0 1.0e-154 4.5e-82 1.0e+02 
596395 1388298 300 1.6e-96 0.0 0.0 0.0 0.0 0.0 6.6e-158 2.4e-83 1.0e+02 
597197 1388369 300 7.3e-99 0.0 0.0 0.0 0.0 0.0 3.8e-161 1.2e-84 1.0e+02 
598004 1388439 300 3.0e-101 0.0 0.0 0.0 0.0 0.0 1.9e-164 5.7e-86 1.0e+02 
598816 1388510 300 1.2e-103 0.0 0.0 0.0 0.0 0.0 8.6e-168 2.6e-87 1.0e+02 
599633 1388582 300 4.1e-106 0.0 0.0 0.0 0.0 0.0 3.3e-171 1.1e-88 1.0e+02 
600455 1388654 300 1.3e-108 0.0 0.0 0.0 0.0 0.0 1.1e-174 4.6e-90 1.0e+02 
601281 1388726 300 3.8e-111 0.0 0.0 0.0 0.0 0.0 3.4e-178 1.8e-91 1.0e+02 
602113 1388799 300 1.0e-113 0.0 0.0 0.0 0.0 0.0 8.5e-182 6.6e-93 1.0e+02 
602950 1388872 300 2.5e-116 0.0 0.0 0.0 0.0 0.0 1.9e-185 2.3e-94 1.0e+02 
603792 1388946 300 5.5e-119 0.0 0.0 0.0 0.0 0.0 3.6e-189 7.7e-96 1.0e+02 
604639 1389020 300 1.1e-121 0.0 0.0 0.0 0.0 0.0 5.8e-193 2.4e-97 1.0e+02 
605490 1389094 300 2.1e-124 0.0 0.0 0.0 0.0 0.0 8.1e-197 7.1e-99 1.0e+02 
606347 1389169 300 3.5e-127 0.0 0.0 0.0 0.0 0.0 0.0 2.0e-100 1.0e+02 
607209 1389245 300 5.4e-130 0.0 0.0 0.0 0.0 0.0 0.0 5.1e-102 1.0e+02 
608076 1389320 300 7.6e-133 0.0 0.0 0.0 0.0 0.0 0.0 1.2e-103 1.0e+02 
608947 1389397 300 9.9e-136 0.0 0.0 0.0 0.0 0.0 0.0 2.8e-105 1.0e+02 
609824 1389473 300 1.2e-138 0.0 0.0 0.0 0.0 0.0 0.0 5.5e-107 1.0e+02 
610705 1389550 300 1.9e-141 0.0 0.0 0.0 0.0 0.0 0.0 7.8e-109 1.0e+02 
611592 1389628 300 5.5e-144 0.0 0.0 0.0 0.0 0.0 0.0 4.8e-111 1.0e+02 
612484 1389706 300 2.9e-146 0.0 0.0 0.0 0.0 0.0 0.0 1.4e-113 1.0e+02 
613380 1389784 300 1.8e-148 0.0 0.0 0.0 0.0 0.0 0.0 2.9e-116 1.0e+02 
614282 1389863 300 1.1e-150 0.0 0.0 0.0 0.0 0.0 0.0 5.4e-119 1.0e+02 
615188 1389943 300 6.1e-153 0.0 0.0 0.0 0.0 0.0 0.0 8.6e-122 1.0e+02 
616100 1390022 300 3.3e-155 0.0 0.0 0.0 0.0 0.0 0.0 1.2e-124 1.0e+02 
617016 1390103 300 1.8e-157 0.0 0.0 0.0 0.0 0.0 0.0 1.5e-127 1.0e+02 
617938 1390183 300 8.9e-160 0.0 0.0 0.0 0.0 0.0 0.0 1.6e-130 1.0e+02 
618864 1390264 300 4.3e-162 0.0 0.0 0.0 0.0 0.0 0.0 1.6e-133 1.0e+02 
619796 1390346 300 2.0e-164 0.0 0.0 0.0 0.0 0.0 0.0 1.3e-136 1.0e+02 
620732 1390428 300 8.8e-167 0.0 0.0 0.0 0.0 0.0 0.0 9.3e-140 1.0e+02 
621674 1390510 300 3.7e-169 0.0 0.0 0.0 0.0 0.0 0.0 5.9e-143 1.0e+02 
622620 1390593 300 1.5e-171 0.0 0.0 0.0 0.0 0.0 0.0 3.2e-146 1.0e+02 
623571 1390676 300 5.8e-174 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0e+02 
624528 1390760 300 2.2e-176 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0e+02 
625489 1390844 300 7.6e-179 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0e+02 
626455 1390928 300 2.6e-181 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0e+02 
627427 1391013 300 8.2e-184 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0e+02 
628403 1391099 300 2.5e-186 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0e+02 
629384 1391185 300 7.2e-189 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0e+02 
630370 1391271 300 2.0e-191 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0e+02 
631362 1391358 300 5.1e-194 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0e+02 
532315 1382694 300 4.6e+03 6.9 18 29 29 14 3.3 0.39 0.012 
532344 1382700 300 4.5e+03 6.9 18 29 29 14 3.3 0.39 0.012 
532379 1382706 300 4.4e+03 6.9 18 29 29 14 3.3 0.40 0.012 
532418 1382713 300 4.3e+03 6.8 18 29 29 14 3.4 0.41 0.013 
532462 1382720 300 4.2e+03 6.7 18 29 29 14 3.5 0.42 0.013 
532512 1382729 300 4.0e+03 6.5 17 29 29 14 3.6 0.44 0.014 
532566 1382739 300 3.8e+03 6.3 17 29 29 15 3.7 0.46 0.015 
532625 1382749 300 3.6e+03 6.0 17 28 30 15 3.9 0.49 0.016 
532689 1382760 300 3.3e+03 5.6 16 28 30 16 4.1 0.53 0.017 
532758 1382772 300 3.0e+03 5.2 15 28 30 16 4.4 0.58 0.019 
532832 1382786 300 2.6e+03 4.7 15 27 31 17 4.9 0.65 0.022 
532910 1382799 300 2.3e+03 4.1 14 27 31 18 5.4 0.74 0.025 
532994 1382814 300 1.9e+03 3.6 12 26 32 19 6.0 0.86 0.030 
533083 1382830 300 1.6e+03 3.0 11 25 32 21 6.9 1.0 0.036 
533176 1382846 300 1.3e+03 2.4 9.8 24 32 23 8.0 1.2 0.045 
533275 1382864 300 1.0e+03 1.9 8.4 22 32 25 9.4 1.5 0.058 
533378 1382882 300 7.7e+02 1.5 7.0 20 31 27 11 1.9 0.075 
533487 1382901 300 5.8e+02 1.2 5.7 18 30 29 13 2.5 0.10 
533600 1382921 300 4.2e+02 0.87 4.5 15 29 31 16 3.2 0.14 
533718 1382942 300 3.0e+02 0.64 3.5 13 26 33 20 4.2 0.19 
533841 1382963 300 2.1e+02 0.46 2.6 10 23 34 24 5.6 0.27 
533969 1382986 300 1.5e+02 0.33 1.9 8.0 19 35 28 7.4 0.38 
534102 1383010 300 1.0e+02 0.22 1.3 5.9 16 34 33 9.8 0.54 
534240 1383034 300 71 0.14 0.88 4.1 12 32 38 13 0.76 
534383 1383059 300 49 0.090 0.58 2.8 8.5 29 42 16 1.1 
534530 1383085 300 34 0.053 0.36 1.8 5.7 25 45 21 1.5 
534683 1383112 300 23 0.030 0.22 1.1 3.7 20 47 25 2.1 
534841 1383140 300 16 0.015 0.12 0.67 2.2 16 48 31 2.8 
535003 1383168 300 11 0.0074 0.067 0.39 1.3 12 46 36 3.8 
535171 1383198 300 7.7 0.0033 0.034 0.21 0.70 8.2 44 42 5.1 
535343 1383228 300 5.4 0.0014 0.017 0.11 0.38 5.4 40 48 6.8 
535520 1383260 300 3.7 0.00053 0.0076 0.059 0.19 3.4 35 53 8.9 
535702 1383292 300 2.6 0.00019 0.0032 0.029 0.098 2.0 29 57 12 
535889 1383325 300 1.8 6.1e-05 0.0013 0.013 0.048 1.1 24 60 15 
536082 1383359 300 1.2 1.8e-05 0.00046 0.0058 0.023 0.61 19 62 19 
536278 1383393 300 0.85 4.8e-06 0.00016 0.0024 0.011 0.30 14 62 23 
536480 1383429 300 0.59 1.1e-06 4.8e-05 0.00091 0.0047 0.14 10 61 29 
536687 1383465 300 0.41 2.4e-07 1.4e-05 0.00033 0.0020 0.063 7.0 58 35 
536899 1383503 300 0.28 4.6e-08 3.5e-06 0.00011 0.00080 0.026 4.6 53 42 
537116 1383541 300 0.20 7.8e-09 8.2e-07 3.3e-05 0.00031 0.010 2.8 47 50 
537337 1383580 300 0.14 1.2e-09 1.7e-07 9.5e-06 0.00011 0.0038 1.7 41 58 
537564 1383620 300 0.097 1.5e-10 3.3e-08 2.4e-06 3.8e-05 0.0013 0.91 34 65 
537795 1383661 300 0.069 1.7e-11 5.5e-09 5.8e-07 1.2e-05 0.00045 0.47 27 73 
538031 1383702 300 0.050 1.6e-12 8.1e-10 1.2e-07 3.6e-06 0.00015 0.23 20 79 
538273 1383745 300 0.036 1.3e-13 1.1e-10 2.4e-08 9.8e-07 4.6e-05 0.10 15 85 
538519 1383788 300 0.026 9.0e-15 1.2e-11 4.2e-09 2.5e-07 1.4e-05 0.044 10 89 
538770 1383833 300 0.019 5.3e-16 1.2e-12 6.6e-10 6.1e-08 4.3e-06 0.018 7.0 93 
539026 1383878 300 0.014 2.7e-17 1.1e-13 9.3e-11 1.4e-08 1.3e-06 0.0065 4.5 95 
539287 1383924 300 0.011 1.1e-18 8.1e-15 1.2e-11 2.8e-09 3.8e-07 0.0023 2.8 97 
539553 1383971 300 0.0079 3.9e-20 5.4e-16 1.3e-12 5.5e-10 1.1e-07 0.00073 1.7 98 
539824 1384018 300 0.0059 1.1e-21 3.1e-17 1.4e-13 9.9e-11 3.0e-08 0.00022 0.94 99 
540100 1384067 300 0.0043 2.7e-23 1.5e-18 1.2e-14 1.7e-11 8.0e-09 6.3e-05 0.51 99 
540380 1384117 300 0.0032 5.5e-25 6.4e-20 9.8e-16 2.6e-12 2.0e-09 1.7e-05 0.27 1.0e+02 
540666 1384167 300 0.0024 8.9e-27 2.3e-21 6.9e-17 3.7e-13 5.0e-10 4.1e-06 0.13 1.0e+02 
540956 1384218 300 0.0017 1.2e-28 7.1e-23 4.4e-18 4.9e-14 1.2e-10 9.6e-07 0.064 1.0e+02 
541252 1384270 300 0.0013 1.2e-30 1.8e-24 2.4e-19 6.0e-15 2.6e-11 2.1e-07 0.029 1.0e+02 
541552 1384323 300 0.00091 1.1e-32 4.0e-26 1.2e-20 6.8e-16 5.7e-12 4.3e-08 0.013 1.0e+02 
541857 1384377 300 0.00065 7.3e-35 7.3e-28 4.8e-22 7.0e-17 1.2e-12 8.2e-09 0.0053 1.0e+02 
542168 1384432 300 0.00047 3.9e-37 1.1e-29 1.8e-23 6.6e-18 2.2e-13 1.5e-09 0.0021 1.0e+02 
542483 1384487 300 0.00033 1.6e-39 1.4e-31 5.5e-25 5.7e-19 4.1e-14 2.6e-10 0.00079 1.0e+02 
542803 1384544 300 0.00023 5.4e-42 1.4e-33 1.5e-26 4.5e-20 7.2e-15 4.4e-11 0.00029 1.0e+02 
543128 1384601 300 0.00016 1.4e-44 1.2e-35 3.5e-28 3.2e-21 1.2e-15 7.4e-12 9.9e-05 1.0e+02 
543458 1384659 300 0.00011 2.7e-47 8.2e-38 7.1e-30 2.1e-22 1.9e-16 1.3e-12 3.2e-05 1.0e+02 
543793 1384718 300 7.3e-05 4.0e-50 4.5e-40 1.2e-31 1.2e-23 2.8e-17 2.2e-13 1.0e-05 1.0e+02 
544132 1384778 300 4.8e-05 4.6e-53 2.1e-42 1.8e-33 6.5e-25 4.0e-18 4.2e-14 3.0e-06 1.0e+02 
544477 1384839 300 3.2e-05 3.9e-56 7.4e-45 2.1e-35 3.1e-26 5.3e-19 8.1e-15 8.6e-07 1.0e+02 
544827 1384901 300 2.0e-05 2.5e-59 2.1e-47 2.2e-37 1.3e-27 6.6e-20 1.6e-15 2.3e-07 1.0e+02 
545181 1384963 300 1.3e-05 1.2e-62 4.8e-50 1.9e-39 5.0e-29 7.8e-21 3.3e-16 6.0e-08 1.0e+02 
545541 1385026 300 7.9e-06 4.1e-66 8.5e-53 1.4e-41 1.7e-30 8.7e-22 6.7e-17 1.5e-08 1.0e+02 
545905 1385091 300 4.8e-06 1.0e-69 1.2e-55 8.2e-44 5.2e-32 9.2e-23 1.3e-17 3.4e-09 1.0e+02 
546274 1385156 300 2.9e-06 1.9e-73 1.3e-58 4.1e-46 1.4e-33 9.0e-24 2.6e-18 7.6e-10 1.0e+02 
546648 1385222 300 1.7e-06 2.5e-77 1.1e-61 1.7e-48 3.4e-35 8.4e-25 5.0e-19 1.6e-10 1.0e+02 
547028 1385289 300 9.4e-07 2.3e-81 6.9e-65 5.5e-51 7.1e-37 7.2e-26 9.4e-20 3.2e-11 1.0e+02 
547412 1385356 300 5.2e-07 1.5e-85 3.4e-68 1.5e-53 1.3e-38 5.9e-27 1.7e-20 6.1e-12 1.0e+02 
547801 1385425 300 2.8e-07 6.9e-90 1.3e-71 3.3e-56 2.2e-40 4.4e-28 3.0e-21 1.1e-12 1.0e+02 
548195 1385494 300 1.5e-07 2.2e-94 3.5e-75 5.9e-59 3.1e-42 3.1e-29 5.3e-22 1.9e-13 1.0e+02 
548593 1385565 300 7.6e-08 4.9e-99 7.5e-79 8.6e-62 4.0e-44 2.1e-30 8.9e-23 3.2e-14 1.0e+02 
548997 1385636 300 3.8e-08 7.3e-104 1.2e-82 9.8e-65 4.3e-46 1.3e-31 1.5e-23 5.0e-15 1.0e+02 
549406 1385708 300 1.8e-08 7.2e-109 1.3e-86 8.9e-68 4.1e-48 7.2e-33 2.3e-24 7.4e-16 1.0e+02 
549820 1385781 300 8.5e-09 4.8e-114 1.1e-90 6.4e-71 3.3e-50 3.8e-34 3.7e-25 1.0e-16 1.0e+02 
550238 1385855 300 3.9e-09 2.1e-119 6.8e-95 3.7e-74 2.4e-52 1.9e-35 5.5e-26 1.4e-17 1.0e+02 
